CGPA,Speaking Skills,ML Knowledge,Year of Graduation,College Name,Placement Status
9.9,5,5,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
8.1,3,3,3.0,"Vishwakarma Institute of Technology, Pune",
9.5,4,4,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
9.8,2,2,3.0,"Priyadarshini college of engineering, Nagpur ",
9.6,3,3,3.0,St.Francis Institute of Technology,
9.6,2,2,3.0,New horizon institute of Technology and Management ,
6.2,4,4,3.0,Late G. N. Sapkal College Of Engineering,
9.1,2,2,3.0,"Symbiosis Institute of Technology, Pune",
7.2,2,2,3.0,"MIT Academy Of Engineering ,Alandi",
9.5,2,2,3.0,A. C. Patil College of Engineering,
6.8,3,3,3.0,Wilson college ,
8.4,5,5,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
9.9,4,4,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
6.6,5,5,3.0,"Priyadarshini college of engineering, Nagpur ",
6.7,4,4,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.6,3,3,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
8.3,4,4,3.0,Silicon Institute of Technology,
6.3,3,3,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
8.9,5,5,3.0,Don Bosco College of Engineering Fatorda Goa,
9.5,4,4,3.0,Pillai College of Engineering New Panvel,
8.5,3,3,3.0,St Xavier's College ,
8.5,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
8.8,2,2,3.0,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,
7.9,3,3,3.0,"Priyadarshini college of engineering, Nagpur ",
7.5,4,4,3.0,"Vidyalankar Institute of Technology, Mumbai",
8.3,4,4,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
6.4,5,5,3.0,Silicon Institute of Technology,
7.5,4,4,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
7.7,3,3,3.0,Don Bosco College of Engineering Fatorda Goa,
9.9,5,5,3.0,Pillai College of Engineering New Panvel,
7.6,2,2,3.0,St Xavier's College ,
7.9,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.7,4,4,3.0,G H Raisoni institut of engineering and technology pune,
7.4,3,3,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
9.2,5,5,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.6,5,5,3.0,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,
8.7,3,3,3.0,AP SHAH INSTITUTE OF TECHNOLOGY ,
9.5,2,2,3.0,Don Bosco College of Engineering Fatorda Goa,
6.9,3,3,3.0,Pillai College of Engineering New Panvel,
9.2,4,4,3.0,St Xavier's College ,
6.9,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.2,2,2,3.0,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",
7.5,4,4,3.0,G H Raisoni institut of engineering and technology pune,
6.5,4,4,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
7.5,5,5,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
6.9,3,3,3.0,"Vishwakarma Institute of Technology, Pune",
7.6,5,5,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
6.5,4,4,3.0,"Priyadarshini college of engineering, Nagpur ",
7.3,2,2,3.0,St.Francis Institute of Technology,
6.7,5,5,3.0,New horizon institute of Technology and Management ,
8.7,3,3,3.0,Late G. N. Sapkal College Of Engineering,
6.7,4,4,3.0,"Symbiosis Institute of Technology, Pune",
9.0,5,5,3.0,"MIT Academy Of Engineering ,Alandi",
7.2,3,3,3.0,A. C. Patil College of Engineering,
8.5,2,2,3.0,Wilson college ,
6.5,4,4,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
6.6,2,2,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
9.5,2,2,3.0,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",
8.1,5,5,3.0,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,
9.7,2,2,3.0,"Priyadarshini college of engineering, Nagpur ",
9.3,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
9.1,2,2,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
7.6,2,2,3.0,Silicon Institute of Technology,
7.8,5,5,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
7.9,4,4,3.0,Don Bosco College of Engineering Fatorda Goa,
8.5,2,2,3.0,Pillai College of Engineering New Panvel,
8.7,5,5,3.0,St Xavier's College ,
8.3,4,4,3.0,"Vidyalankar Institute of Technology, Mumbai",
9.4,4,4,3.0,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",
8.6,2,2,3.0,G H Raisoni institut of engineering and technology pune,
8.5,4,4,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
9.1,2,2,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.7,5,5,3.0,"Vishwakarma Institute of Technology, Pune",
7.5,3,3,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
7.2,3,3,3.0,G H Raisoni institut of engineering and technology pune,
7.6,2,2,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
7.3,3,3,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.3,4,4,3.0,"Vishwakarma Institute of Technology, Pune",
9.4,2,2,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
6.6,5,5,3.0,"Priyadarshini college of engineering, Nagpur ",
6.6,2,2,3.0,St.Francis Institute of Technology,
8.5,2,2,3.0,New horizon institute of Technology and Management ,
7.7,4,4,3.0,Late G. N. Sapkal College Of Engineering,
8.1,2,2,3.0,"Symbiosis Institute of Technology, Pune",
7.9,3,3,3.0,"MIT Academy Of Engineering ,Alandi",
7.1,5,5,3.0,A. C. Patil College of Engineering,
8.3,5,5,3.0,Wilson college ,
7.7,4,4,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
8.0,2,2,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
6.5,5,5,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
9.4,5,5,3.0,G H Raisoni institut of engineering and technology pune,
6.8,5,5,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
6.7,4,4,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.9,3,3,3.0,"Vishwakarma Institute of Technology, Pune",
9.3,4,4,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
6.9,2,2,3.0,"Priyadarshini college of engineering, Nagpur ",
8.9,4,4,3.0,St.Francis Institute of Technology,
8.3,4,4,3.0,New horizon institute of Technology and Management ,
7.2,2,2,3.0,Late G. N. Sapkal College Of Engineering,
8.1,5,5,3.0,"Symbiosis Institute of Technology, Pune",
9.5,4,4,3.0,"MIT Academy Of Engineering ,Alandi",
9.6,5,5,3.0,A. C. Patil College of Engineering,
7.5,2,2,3.0,Wilson college ,
7.9,5,5,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
9.3,2,2,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
9.6,4,4,3.0,"Priyadarshini college of engineering, Nagpur ",
9.1,3,3,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.3,2,2,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
7.5,4,4,3.0,Silicon Institute of Technology,
7.6,2,2,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
8.0,3,3,3.0,Don Bosco College of Engineering Fatorda Goa,
7.2,2,2,3.0,Pillai College of Engineering New Panvel,
9.1,2,2,3.0,St Xavier's College ,
6.7,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.1,3,3,3.0,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,
7.1,4,4,3.0,"Priyadarshini college of engineering, Nagpur ",
9.5,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
9.2,3,3,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
7.9,5,5,3.0,Silicon Institute of Technology,
7.3,2,2,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
7.3,4,4,3.0,Don Bosco College of Engineering Fatorda Goa,
7.8,5,5,3.0,Pillai College of Engineering New Panvel,
9.1,3,3,3.0,St Xavier's College ,
6.9,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
8.4,5,5,3.0,G H Raisoni institut of engineering and technology pune,
6.7,2,2,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
9.2,2,2,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.3,2,2,3.0,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,
7.9,3,3,3.0,AP SHAH INSTITUTE OF TECHNOLOGY ,
9.9,3,3,3.0,Don Bosco College of Engineering Fatorda Goa,
7.6,5,5,3.0,Pillai College of Engineering New Panvel,
9.3,5,5,3.0,St Xavier's College ,
6.4,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
8.4,2,2,3.0,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",
6.6,4,4,3.0,G H Raisoni institut of engineering and technology pune,
7.8,3,3,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
8.7,4,4,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.2,3,3,3.0,"Vishwakarma Institute of Technology, Pune",
7.1,3,3,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
8.0,3,3,3.0,"Priyadarshini college of engineering, Nagpur ",
8.5,2,2,3.0,St.Francis Institute of Technology,
8.5,2,2,3.0,New horizon institute of Technology and Management ,
9.1,3,3,3.0,Late G. N. Sapkal College Of Engineering,
9.7,4,4,3.0,"Symbiosis Institute of Technology, Pune",
8.7,4,4,3.0,"MIT Academy Of Engineering ,Alandi",
6.5,2,2,3.0,A. C. Patil College of Engineering,
8.8,2,2,3.0,Wilson college ,
9.3,5,5,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
7.6,2,2,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
6.5,3,3,3.0,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",
8.7,2,2,3.0,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,
9.1,2,2,3.0,"Priyadarshini college of engineering, Nagpur ",
9.2,4,4,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.3,2,2,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
7.6,3,3,3.0,Silicon Institute of Technology,
7.1,2,2,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
8.3,4,4,3.0,Don Bosco College of Engineering Fatorda Goa,
9.2,2,2,3.0,Pillai College of Engineering New Panvel,
9.9,5,5,3.0,St Xavier's College ,
9.3,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.1,5,5,3.0,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",
7.5,2,2,3.0,G H Raisoni institut of engineering and technology pune,
7.3,2,2,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
7.4,3,3,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
8.3,2,2,3.0,"Vishwakarma Institute of Technology, Pune",
7.4,2,2,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
6.7,2,2,3.0,G H Raisoni institut of engineering and technology pune,
7.3,4,4,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
9.7,3,3,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
7.9,2,2,3.0,"Vishwakarma Institute of Technology, Pune",
7.2,5,5,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
7.1,5,5,3.0,"Priyadarshini college of engineering, Nagpur ",
8.7,3,3,3.0,St.Francis Institute of Technology,
8.7,4,4,3.0,New horizon institute of Technology and Management ,
8.2,4,4,3.0,Late G. N. Sapkal College Of Engineering,
6.8,4,4,3.0,"Symbiosis Institute of Technology, Pune",
7.1,4,4,3.0,"MIT Academy Of Engineering ,Alandi",
8.5,2,2,3.0,A. C. Patil College of Engineering,
9.1,4,4,3.0,Wilson college ,
9.5,2,2,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
6.7,3,3,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
6.7,2,2,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
8.2,4,4,3.0,G H Raisoni institut of engineering and technology pune,
6.5,4,4,3.0,GOVERNMENT POLYTECHNIC GANDHINAGAR,
8.7,5,5,3.0,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",
9.1,4,4,3.0,"Vishwakarma Institute of Technology, Pune",
8.9,5,5,3.0,"KLE Society's College of BCA, RLS Institute, Belagavi",
7.4,4,4,3.0,"Priyadarshini college of engineering, Nagpur ",
7.3,4,4,3.0,St.Francis Institute of Technology,
8.6,3,3,3.0,New horizon institute of Technology and Management ,
9.2,5,5,3.0,Late G. N. Sapkal College Of Engineering,
7.8,4,4,3.0,"Symbiosis Institute of Technology, Pune",
7.9,2,2,3.0,"MIT Academy Of Engineering ,Alandi",
9.9,4,4,3.0,A. C. Patil College of Engineering,
8.1,3,3,3.0,Wilson college ,
9.5,3,3,3.0,"LD College of engineering, Ahmedabad, Gujarat ",
9.8,5,5,3.0,DKTE Society's Textile And Engineering Institute Ichalkaranji,
9.6,5,5,3.0,"Priyadarshini college of engineering, Nagpur ",
9.6,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
6.2,3,3,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
9.1,5,5,3.0,Silicon Institute of Technology,
7.2,4,4,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
9.5,3,3,3.0,Don Bosco College of Engineering Fatorda Goa,
6.8,2,2,3.0,Pillai College of Engineering New Panvel,
8.4,3,3,3.0,St Xavier's College ,
9.9,2,2,3.0,"Vidyalankar Institute of Technology, Mumbai",
6.6,3,3,3.0,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,
6.7,4,4,3.0,"Priyadarshini college of engineering, Nagpur ",
7.6,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
8.3,5,5,3.0,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,
6.3,4,4,3.0,Silicon Institute of Technology,
8.9,2,2,3.0,ADHIYAMAAN COLLEGE OF ENGINEERING,
9.5,4,4,3.0,Don Bosco College of Engineering Fatorda Goa,
8.5,4,4,3.0,Pillai College of Engineering New Panvel,
8.5,5,5,3.0,St Xavier's College ,
8.8,5,5,3.0,"Vidyalankar Institute of Technology, Mumbai",
7.9,5,5,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
7.5,4,4,3.0,"priyadarshini college of engineering, nagpur ",
8.3,2,2,3.0,"vidyalankar institute of technology, mumbai",
6.4,5,5,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.5,5,5,3.0,silicon institute of technology,
7.7,5,5,3.0,adhiyamaan college of engineering,
9.9,4,4,3.0,don bosco college of engineering fatorda goa,
7.6,4,4,3.0,pillai college of engineering new panvel,
7.9,4,4,3.0,st xavier's college ,
7.7,4,4,3.0,"vidyalankar institute of technology, mumbai",
7.4,3,3,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
9.2,2,2,3.0,g h raisoni institut of engineering and technology pune,
7.6,4,4,3.0,government polytechnic gandhinagar,
8.7,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
9.5,2,2,3.0,"vishwakarma institute of technology, pune",
6.9,4,4,3.0,"kle society's college of bca, rls institute, belagavi",
9.2,4,4,3.0,g h raisoni institut of engineering and technology pune,
6.9,5,5,3.0,government polytechnic gandhinagar,
7.2,2,2,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.5,2,2,3.0,"vishwakarma institute of technology, pune",
6.5,3,3,3.0,"kle society's college of bca, rls institute, belagavi",
7.5,5,5,3.0,"priyadarshini college of engineering, nagpur ",
6.9,5,5,3.0,st.francis institute of technology,
7.6,5,5,3.0,new horizon institute of technology and management ,
6.5,2,2,3.0,late g. n. sapkal college of engineering,
7.3,5,5,3.0,"symbiosis institute of technology, pune",
6.7,4,4,3.0,"mit academy of engineering ,alandi",
8.7,3,3,3.0,a. c. patil college of engineering,
6.7,2,2,3.0,wilson college ,
9.0,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
7.2,2,2,3.0,dkte society's textile and engineering institute ichalkaranji,
8.5,5,5,3.0,"ld college of engineering, ahmedabad, gujarat ",
6.5,4,4,3.0,g h raisoni institut of engineering and technology pune,
6.6,5,5,3.0,government polytechnic gandhinagar,
9.5,4,4,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
8.1,3,3,3.0,"vishwakarma institute of technology, pune",
9.7,3,3,3.0,"kle society's college of bca, rls institute, belagavi",
9.3,2,2,3.0,"priyadarshini college of engineering, nagpur ",
9.1,5,5,3.0,st.francis institute of technology,
7.6,5,5,3.0,new horizon institute of technology and management ,
7.8,5,5,3.0,late g. n. sapkal college of engineering,
7.9,5,5,3.0,"symbiosis institute of technology, pune",
8.5,5,5,3.0,"mit academy of engineering ,alandi",
8.7,3,3,3.0,a. c. patil college of engineering,
8.3,2,2,3.0,wilson college ,
9.4,2,2,3.0,"ld college of engineering, ahmedabad, gujarat ",
8.6,2,2,3.0,dkte society's textile and engineering institute ichalkaranji,
8.5,2,2,3.0,"priyadarshini college of engineering, nagpur ",
9.1,4,4,3.0,"vidyalankar institute of technology, mumbai",
7.7,3,3,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
7.5,5,5,3.0,silicon institute of technology,
7.2,4,4,3.0,adhiyamaan college of engineering,
7.6,3,3,3.0,don bosco college of engineering fatorda goa,
7.3,2,2,3.0,pillai college of engineering new panvel,
7.3,2,2,3.0,st xavier's college ,
9.4,3,3,3.0,"vidyalankar institute of technology, mumbai",
6.6,4,4,3.0,lokmanya tilak college of engineering koparkhairane navi mumbai,
6.6,4,4,3.0,"priyadarshini college of engineering, nagpur ",
8.5,4,4,3.0,"vidyalankar institute of technology, mumbai",
7.7,4,4,3.0,chhattisgarh swami vivekananda technical university teaching department bhilai,
8.1,2,2,3.0,silicon institute of technology,
7.9,5,5,3.0,adhiyamaan college of engineering,
7.1,2,2,3.0,don bosco college of engineering fatorda goa,
8.3,4,4,3.0,pillai college of engineering new panvel,
7.7,3,3,3.0,st xavier's college ,
8.0,3,3,3.0,"vidyalankar institute of technology, mumbai",
6.5,5,5,3.0,g h raisoni institut of engineering and technology pune,
9.4,5,5,3.0,government polytechnic gandhinagar,
6.8,3,3,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
6.7,2,2,3.0,d y patil institute of mca and management akurdi pune,
7.9,5,5,3.0,ap shah institute of technology ,
9.3,5,5,3.0,don bosco college of engineering fatorda goa,
6.9,4,4,3.0,pillai college of engineering new panvel,
8.9,3,3,3.0,st xavier's college ,
8.3,2,2,3.0,"vidyalankar institute of technology, mumbai",
7.2,3,3,3.0,"s.i.e.s. graduate school of technology, nerul, navi mumbai",
8.1,4,4,3.0,g h raisoni institut of engineering and technology pune,
9.5,2,2,3.0,government polytechnic gandhinagar,
9.6,5,5,3.0,"b. k. birla college of arts, science & commerce (autonomous), kalyan",
7.5,4,4,3.0,"vishwakarma institute of technology, pune",
7.9,5,5,3.0,"kle society's college of bca, rls institute, belagavi",
9.3,4,4,3.0,"priyadarshini college of engineering, nagpur ",
9.6,2,2,3.0,st.francis institute of technology,
9.1,2,2,3.0,new horizon institute of technology and management ,
7.3,3,3,3.0,late g. n. sapkal college of engineering,
